"Group plugin","New rule","Existing rule","SDLC stage","Kind","Test type","Plugin","Location","Trigger"
"developer-friendliness","","D47: | Deferred on instruction | filed anyway, marked deliberate | in three weeks a deliberate deferral and an oversight are indistinguishable |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | Deferred on instruction","deferral on instruction"
"developer-friendliness","","D86: - *""We can file that later""* — later is after the only moment you had the context to describe it properly.","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § Red-flag phrases","thinking ""we can file that later"""
"developer-friendliness","Before a session boundary, unasked, spend one pass recording what is half-done, broken, cut, unverified and next; an untested change goes first in the handoff and the final message. From the project root, list the working copies that still exist and report any that are not active work; never quietly delete someone else's.","M310: - Before you finish, list the working copies that exist. Anything left that is not active work is debt: report it, and never quietly delete someone else's.","SESSION-END","REPORTING","","machinery","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","before finishing"
"developer-friendliness","","M337: 11. **Before you finish, list from the project root the working copies that still exist.** Anything left that is not active work is debt: report it, and never quietly delete someone else's.","SESSION-END","REPORTING","","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § End","before finishing"
"developer-friendliness","","D20: It goes in the handoff, plainly and first, and in the final message.","SESSION-END","REPORTING","CLAIM-CHECK","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 2. A session, worked","a change left untested"
"developer-friendliness","","D65: | State at a boundary | what is half-done, what is broken, what was next | it exists only in your context; the next session pays full price to rebuild it |","SESSION-END","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.5 Session continuity | State at a boundary","session boundary"
"developer-friendliness","","D66: | When to write it | before the boundary, unasked | after it there is nothing left to write it from |","SESSION-END","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.5 Session continuity | When to write it","approaching session boundary"
"developer-friendliness","","D103: 9. **Before the session ends, spend one pass** on what is in flight, what is broken, what you cut, and what you did not verify.","SESSION-END","REPORTING","CLAIM-CHECK","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 9. The process","before session ends"
"machinery","When work would change something (reading in order to change it, not to answer a question), dispatch it to a subordinate agent whatever its size; the main conversation keeps only design, adjudication, verdicts, relaying and checking results. High-volume exploration also runs in a separate context that returns only its conclusion, and a procedure to be followed is invoked inside the dispatch instructions rather than pulled into the main conversation.","M1: - Work is dispatched to a subordinate agent by default. The main conversation keeps only design, adjudication, verdicts, relaying, and checking what comes back.","ANY","AGENTS","","machinery","plugins/machinery/rules/agent-topology.md § What gets dispatched","any work that changes something"
"machinery","","M2: - Size never decides whether to dispatch. The test is intent: reading something to answer a question is conversation, reading it in order to change it is work, and work is dispatched.","ANY","AGENTS","","machinery","plugins/machinery/rules/agent-topology.md § What gets dispatched","deciding whether to dispatch"
"machinery","","M3: - Pulling a procedure's full text into the main conversation to follow it yourself is doing the work. Put the procedure's invocation inside the dispatched agent's instructions instead.","ANY","AGENTS","","machinery","plugins/machinery/rules/agent-topology.md § What gets dispatched","a procedure must be followed"
"machinery","","U172: | High-volume exploration | a separate context that reports back a conclusion | its budget is not yours, and only the conclusion crosses back |","ANY","AGENTS","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget | High-volume exploration","high-volume exploration"
"machinery","When one participant's approach to a problem has failed twice, the next attempt uses the other participant's suggestion; count honestly for both sides.","M24: - When one participant's approach to a problem has failed twice, the next attempt goes to the other's suggestion. The count is kept honestly and applies to both sides equally.","ANY","COMMUNICATION","","machinery","plugins/machinery/rules/agent-topology.md § Working with the owner","an approach failed twice"
